----------------Prefab----------------------
undles\UI\Blood\UIBattleFly_UpLv.prefab   升级
{0}时{1}分{2}秒
收获计时: {0}
{0}的精灵
深渊召唤:{0}{1}</color>
刷新剩余时间:{0}
东西给你!{0} 不要追着我啦！
{0}的宠物
(争霸)
{0}的小跟班
附近有领主出现,请问是否进入新地图?
主城禁止挂机喔,已为你自动移除挂机!
体力已经消耗完毕,请确保体力充足喔!
附近未发现怪物
背包已满，已自动一键出售道具!
实装碰撞体:
连续击打
(宝宝)
(变异宝宝)
抓捕难度:
千载难逢
百不一遇
一般
容易
大众
优秀
百里挑一
万众瞩目
万
播放受击特效PlayHitEffect:
请添加NPC对应 {funtionOpenConfig.Name}
史诗
只能存放非绑定的角色装备！
<color=#ACFF23FF>此属性可出现的装备部位：\n
消耗{itemConfig.ItemName}X{iteminfo[1]}兑换{petConfig.PetName}
最低攻击
最高攻击
最低防御
最高防御
最低魔防
最高魔防
当前附加 {proName}:
当前附加技能
防御
暴击
命中
闪避
伤害加成
伤害减免
移动速度
提升
套装效果，附加技能：
隐藏技能：
附魔属性: {GetAttributeName(hideProList.HideID)} + 
附魔属性: {GetAttributeName(hideProList.HideID)} + {hideProList.HideValue}
{canTransf}增幅: {proName} + 
{canTransf}增幅: {proName} + {hide.HideValue}
{canTransf}增幅: 
\n(同类传承属性只激活一种)
饰品
首饰
剑
刀
法杖
魔法书
弓
布甲
轻甲
重甲
黄色
紫色
白色
任意
可镶嵌在
孔位
提示:史诗宝石一旦镶嵌将无法卸下身上最多可镶嵌4颗史诗宝石
守护能量
生命能量
可装备在宠物的
槽位
挖宝位置
品质
{canTransf}增幅: {proName} + {hide.HideValue}\n
Layer中不存在,请手动添加LayerName
延迟: 
数量: 
获得
请前往主城!
请点击右下角探险按钮进入地图
请前往
正在前往任务目标点
请前往 {DungeonConfigCategory.Instance.Get(fubenId).ChapterName}
请手动前往
击败{0} {1}/{2} {3}
 (地图:
寻找道具{0} {1}/{2}
找 {0} 谈一谈 {1}
请提升到相对的等级
等级提升至{0}级 {1}/{2}
击败任意怪物 {0}/{1}
击败任意领主级怪物 {0}/{1}
通关副本{0} {1}/{2}
进行转职{0} {1}/{2}
请前往{fubenname}
给予符合要求的道具 {0}/{1}
获得宠物数量 {0}/{1}
制造道具数量 {0}/{1}
装备洗练次数 {0}/{1}
宠物天梯次数 {0}/{1}
兑换金币次数 {0}/{1}
装备回收次数 {0}/{1}
最大强化等级 {0}/{1}
技能宠物 {0}/{1}
宠物探险通关{0} {1}/{2}
消耗金币 {0}/{1}
击杀玩家数量 {0}/{1}
家园等级 {0}/{1}
宠物合成次数 {0}/{1}
拥有宠物数量 {0}/{1}
给予一个宠物 {0}/{1}
使用普通藏宝图 {0}/{1}
使用高级藏宝图 {0}/{1}
封印之塔挑战 {0}/{1}
使用药剂或者合剂次数 {0}/{1}
获得X只新的宠物 {0}/{1}
合成1只战力达到X点的宠物 {0}/{1}
宠物使用宠之晶洗炼宠物次数 {0}/{1}
在孵化系统中孵化成功宠物 {0}/{1}
在孵化系统中孵化指定的宠物蛋成功 {0}/{1}
宠物使用技能书次数 {0}/{1}
宠物天梯战斗胜利次数 {0}/{1}
使用N点品质的鉴定附魔道具给装备附魔 {0}/{1}
使用N点品质的鉴定道具给装备鉴定 {0}/{1}
鉴定装备时出一个大于N条属性的装备 {0}/{1}
洗炼出带有任何隐藏技能的装备 {0}/{1}
洗炼出带有指定属性的装备 {0}/{1}
增幅装备次数 {0}/{1}
试炼之地的输出排行榜进入前 {0}/{1}
宠物天梯进入排行榜前 {0}/{1}
战力排行榜进入前 {0}/{1}
家园烹饪次数 {0}/{1}
家园种地种植次数 {0}/{1}
家园种地收获次数 {0}/{1}
家园牧场饲养次数 {0}/{1}
家园牧场收货次数 {0}/{1}
家园美味品尝次数 {0}/{1}
加入家族 {0}/{1}
击败挑战级的 {0} {1}/{2}
击败地狱级的 {0} {1}/{2}
通关挑战级-{0}副本 {1}/{2}
通关地狱级-{0}副本 {1}/{2}
击败挑战级任意怪物{0}/{1}
击败地狱级任意怪物{0}/{1}
击败挑战级任意领主怪物{0}/{1}
战力提升至{0}/{1}
通关试练塔{0}/{1}
挑战深渊模式的副本 {0}/{1}
组队副本伤害值 {0}/{1}
矿场占领次数 {0}/{1}
击败地狱级任意领主怪物{0}/{1}
骰子点数是:{0}
操作错误！！
宠物天梯对战结束！！！
失败
恭喜你赢得了本场试炼的胜利！
宠物乱斗胜利
宠物乱斗失败
宠物决战胜利
宠物决战失败
{0}向你发起挑战，是否接受?
竞技场匹配完成,请尽快进入!
组队邀请
{0}邀请你组队
<color=#FDFB47>队伍内有人机,副本掉率将降低!</color>\n建议:和其他玩家组队爆率将获得大幅度提升\n
切换场景
当前场景的名称是: 
内存占用: 当前使用:{monouse/1024/1024}MB Unity分配:{totalallocated / 1024 / 1024}MB 总内存:{totalreserved / 1024 / 1024}MB 空闲内存:{unusedreserved / 1024 / 1024}MB
该场景没有没有清空pool！！
10级才能领取！
未达到领取条件！
今天的奖励已领取
第{0}天
单笔充值{0}元
背包空间不足
未达条件
已经领取
已经购买过该礼包！
每个账号每日限定(1/1)
{0}级
战场招募
是否消耗{self.CostGold}金币召唤{self.BattleSummonConfig.ItemName}?
{0}金币
免费召唤
召唤魔物
免费:{0}分{1}秒
进度值
任务还没有完成！
已经领取过奖励！
刷新时间:{0}
已刷新
挑战等级：{0}
进度:{0}/{1}
条件未达到！
背包空间不足！
抽卡次数达到{0}次
等级:
职业:{0}
技能:{0}
伤害:{0}
货币不足！
{0}级解锁
请求传送 副本Id:{0} 副本难度：{1}
战斗状态不能传送地图!
第{0}关
挑战等级:{0}
刷新时间:{0}时{1}分
穿戴
需要:{0}个
状态:在线
状态:离线
等级:{0}
等级: {0}级
已经学习过该食谱！
家园资金不足！
学习食谱
是否消耗{0}家园资金学习该食谱?
品尝{0}次开启
剩余 {0}件
家园{0}级开启
请等待下次商店刷新
人口：{0}
{0}小时
购买{0}成功
10级开启！
20级开启！
20级家园开启
等级：{0}
已经散步:{0}
{0}/小时
已过期
剩余时间:{0}
资金:{0}
已经在当前房间中！
{0}万
输出:{0}
学习等级:{0}级
技巧值:{0}
兑换次数:{0}/{1}
道具已经被买走了！
橙色品质及以上的装备不能购买！
等级需达到{0}级或赞助任意金额开启拍卖行购买功能！
你购买的道具需要花费{0}金币，是否购买？
价格下降{0}%
近期价格稳定
价格上涨{0}%
已开启！
家园等级不足！
是否花费{0}开启宠物仓库?
宠物格子不足！
{0}级开启
建议最低队伍等级： {0}级
战力：0
{0}提升+0%
战力：{0}
{0}提升+{1}%
力量之源1
探索次数达到{0}次
数量:{0}
请先下阵！
等级: {0}
散步中...
出战队伍不能为空！
抢矿后原占有矿会变成无人看守的矿！
任务未完成！
{0}队
{0}秒
锁定宠物不能操作！
评分: {0}
神兽守护
 {0}层({1}/秒)
{0}-{1}名
赠送
洗练次数达到{0}次
额外增加概率出现的特殊属性
第{0}名奖励
第{0}-{1}名奖励
捐献次数不足！
{times}次
{0}层
{0}小时{1}分{2}秒
周卡用户才能开启！
{0}级以后学习
等级 
{0}级激活此天赋
兑换神兽
补偿金额:{0}
{0}(已完成)
进入条件: {0}级
(帮助模式)
(深渊模式)
推荐等级： {0}-{1}级
伤害：{0}
生命: {0}
等级：{0}/{1}
未研究
人数 {0}/{1}
离线：
<color=#{0}>{1}</color> 通过{2} 增加了<color=#{3}>{4}</color>{5}
限购:{left}
限购:...
投资{0}金币
已经进行了投资!
今天还不能进行该项投资!
隐藏词条：{0}
战力达到{0}
战力不足！
已经领取过该奖励！
等级达到{0}级
位置没有改变！
获取{gameObject.name}的ReferenceCollector key失败, key: {key}
Runtime动态添加的红点，其父节点是新节点： 
检测关闭 WindowsID: {id} 失败！
UIBaseWindow is null  or isDisposed ,  WindowsID: {id} 失败！
UI {id} 已经打开 OpenUIList
网络错误!
账号已注册!
账号异常!
未找到账号数据,请确认账号是否已经注册
密码错误,请检查重新输入
账号异地登录
请求重复
服务器已满,进入排队系统
请先退出副本
停服维护
手机号已经注册过账号
手机号只能绑定一个账号
版本不一致，请重开客户端
角色登录异常,请尝试再次重新登录账号!
该玩家不在主城!
玩家不存在!
金币不足!
钻石不足!
货币不足!
此道具为绑定道具!
装备传承失败!
已经学习了该技能!
技能冷却中...
技能公共冷却中!
主动技能冷却中!
被动技能冷却中!
技能冷却中!
公共技能冷却中!
当前状态无法释放技能!
僵直状态无法释放技能!
消息未返回无法释放技能!
眩晕状态无法释放技能!
击退状态无法释放技能!
沉默状态无法释放技能!
沉睡状态无法释放技能!
悬浮状态无法释放技能!
魔法值不足!
当前为技能释放状态!
死亡状态无法释放技能!
没有目标!
该场景不能使用药剂道具技能!
当前状态无法移动!
死亡状态无法移动!
僵直状态无法移动!
消息未返回无法移动!
眩晕状态无法移动!
击退状态无法移动!
禁锢状态无法移动!
沉睡状态无法移动!
恐惧状态无法移动!
速度异常无法移动!
已达修炼上限!
没找到家族!
非法字符串!
角色等级不足!
背包已满!
道具不足!
怒气不足!
拾取等待中!
掉落保护中!
该道具归属其他玩家!
赞助额度不足!
道具今天不能再使用!
鉴定失败!所需鉴定道具不足...
转职失败!请先将角色等级提升至18级
请不要重复进行转职噢
请先实名认证
实名认证失败!
副本参与次数已经最大
世界频道发消息 1分钟1次
制作冷却中!
制作类型不符!
抓捕失败!
发消息太频繁 5秒1次
已经有相同类型的装备
仓库已满
角色名非法!
角色名重复!
当前制造需求技巧值不足!
装备穿戴类型不符!
宝石一旦镶嵌无法卸载!
史诗宝石最多可镶嵌4个!
队伍已满
等级不足
已经有组队了
次数不足
队长才能创建副本
人数不足
队员等级不足
在线时间不足30分钟领取奖励
在线时间不足30分钟无法分享
领取分享奖励需要等级达到10级且在线时间达到30分钟
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，仅每周五、周六、周日和法定节假日每日20时至21时提供1小时网络游戏服务。您今日游戏剩余时间{0}分钟。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，您已超出支付上限，无法继续充值。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，本游戏不为未满8周岁的用户提供游戏充值服务。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，游戏中8周岁以上未满16周岁的用户，单次充值金额不得超过50元人民币，每月充值金额不得超过200元人民币。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于防止未成年人沉迷网络游戏的通知》，游戏中16周岁以上未满18周岁的用户，单次充值金额不得超过100元人民币，每月充值金额不得超过400元人民币。
您目前为未成年人账号，已被纳入防沉迷系统。根据适龄提示，此时段本游戏将无法为不满12周岁未成年人用户提供任何形式的游戏服务。
您目前为未成年人账号，已被纳入防沉迷系统。根据国家新闻出版署《关于进一步严格管理切实防止未成年人沉迷网络游戏的通知》，仅每周五、周六、周日和法定节假日每日20时至21时提供1小时网络游戏服务。
当前任务奖励已领取
未找到对应关卡
体力不足
请先通关前置关卡
经验不足
普通关卡未通关
挑战关卡未通关
任务点不在此地图，请根据指示前往其他地图。
未达到领取条件
请先完成此类任务
挑战CD中
只能抓捕一次
宠物星级出错
宠物星级失败
宠物进化失败
具有相同技能,无法使用此道具
此道具无法应用于宠物身上
当前携带的宠物数量已达上限
出战宠物不能被融合
出战宠物不能散步
出战宠物不能分解
小于两技能宠物不能锁定技能
宠物已死亡
该道具只能在宝藏之地使用
该道具只有{0}可以使用
已经存在同名的家族
家族成员人数已达上限
玩家已经有家族了
只能同时研究一个科技
当前没有正在研究的科技
已经竞猜该数字
周卡重复开启
活动已经结束
此道具每日购买次数已达上限
距离上次领取红包在线时间大于30分钟
需要等级大于12级
竞技场今日挑战次数已达上限
已存在竞技场匹配列表中!
当前地图人数已达上限!
同账号只能支持一次!
今日领取赏金次数已满
今日任务次数已满
已经参与过战场活动
拍卖行出售价格过低
此道具无法在拍卖行中进行出售!
出价低于其他玩家!
竞拍已结束!
参数错误!
请到主城坐骑训练师选择自己的骑乘坐骑吧
坐骑未出战
活力不足
帮助副本只能创建比自己等级低10级以上的副本
已经领取过奖励
称号未激活
土地已经种植了
家园等级不足
人口已达上限
该作物已达偷取上限
购买后人口超过上限
未成熟或者收获次数用完，请重登尝试
相同账号的角色不能互相推广
序列号不存在
被推广人不存在
被推广次数已达上限
数据异常,请稍后再试
消息异常,请稍后再试
拍卖道具页数已达底部
今日分享次数已达上限,请明日再来
前置条件不足！
未激活前置天赋
天赋点不足
网络已断开
魔力不足
宠物数量达到上限
主战宠物数量达到上限
当空位小于10个时 无法刷新当前掉落
配置找不到，配置表名: {nameof (ActivityConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (AIConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (BattleSummonConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CampFuLiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CampLieShouConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CampRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CellChapterConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CellDungeonConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (CellGenerateConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ChengJiuConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ChengJiuRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (DropConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (DungeonConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (DungeonSectionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (DungeonTransferConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EffectConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipMakeConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipQiangHuaConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipSuitConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipSuitPropertyConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (EquipXiLianConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ExpConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (FashionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (FirstWinConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (FuntionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (GlobalValueConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (GuideConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (HideProListConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (HuoYueRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ItemConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (JiaYuanConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (JiaYuanFarmConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (JiaYuanPastureConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (JingLingConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (LifeShieldConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (LingDiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (LingDiRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MapObjectConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MineBattleConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MonsterConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MonsterGroupConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MonsterPositionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MulLanguageConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (MysteryConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (NpcConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (OccupationConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (OccupationJueXingConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (OccupationTwoConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PaiMaiSellConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetBarConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetEggDuiHuanConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetFubenConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetFubenRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetMagicCardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetMeleeFubenRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetSkinConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetTuJianConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetXiuLianConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PetZhuangJiaConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (PublicQiangHuaConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (QuestionBankConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (RankRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (RobotConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SceneConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SeasonJingHeConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SeasonLevelConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ShouJiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ShouJiItemConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SkillBuffConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SkillConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SkillWeaponConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (SpiritConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (StoreSellConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TakeCardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TakeCardRewardConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TalentConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TaskConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TaskPositionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TitleConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (TowerConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (UnionConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (UnionKeJiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (UnionQiangHuaConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ZuoQiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ZuoQiNengLiConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (ZuoQiShowConfig)}，配置id: {id}
探索成就
收集成就
角色历练
积累成就
宠物成就
LifeShieldConfig：配置错误 {lifeShield.ShieldType} {lifeShield.ShieldLevel}
配置找不到，配置表名: {nameof (StartMachineConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (StartProcessConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (StartSceneConfig)}，配置id: {id}
配置找不到，配置表名: {nameof (StartZoneConfig)}，配置id: {id}
中级领主
高级领主
终级领主
战场活动开启
宝藏活动开启
变身大赛活动开启
竞技场活动开启
活动333
白虎守护
朱雀守护
玄武守护
系统赠与
副本结算奖励
抽卡
道具盒子
洗练大师
领地
神秘商店
宠物副本奖励
宠物之核合成
随机塔奖励
收集奖励
活跃任务
拍賣商店
宠物蛋兑换
宠物分解
战场胜利
熔炼
挑战之地
生活制造
回收系统
拍卖行下架
红包系统
扣除道具
拍卖购买
藏宝图获得
出售获得
拍賣出售
补偿
家园种植
家园出售
家园资金兑换
家园厨房
家族修炼
家族BOSS
竞拍
宠物抽卡
宠物天梯
家园兑换
宝石回收
角斗场胜利
密境BOSS
竞拍保证金
家族升级
竞技场奖励
冒险家
战区活动
充值
封印之塔消耗钻石
每日特惠
家族神秘商店
小龟大赛
奔跑大赛
宠物矿场
赛季奖励
福利奖励
击败怪物奖励
摆摊购买
充值红包
宠物探索
道具洗练
新年活动
宠物战斗奖励
公会许愿
公会订单
背包拿出
巨龙神已经准时出现在宝藏之地,想要挑战我的就带上你们的武器过来挑战我吧!
一波红包雨已经来临,赶紧来看看自己是否是那个幸运玩家!
角斗场已经开启,想要参加的勇士要抓紧时间哦!
世界领主已经出现在密境中,赶紧过来看看吧!
拍卖特惠已经开启,有需要的玩家可以购买哦!
战场活动已经开启,可以通过右上角的战场按钮快速加入哦!
一大波宝箱出现在宝藏之地,想要去的玩家赶紧前往哦!
变身大赛活动即将开启,想要参加的小伙伴记得要准时参加噢,5分钟后开启正式比赛!
新年活动:新年的年兽-夕还有1分钟即将来到宝藏之地,主城的勇士们,带上你们的装备快去迎接挑战吧！
新年的年兽-夕：我已经等了整整一年,弱者不配与我进行战斗,想要挑战我的就带上你们的装备过来吧,我已经到来到宝藏之地的中心！
新年活动:捣乱的年兽出现在宝藏之地,想要去的玩家带上鞭炮赶紧前往哦!
家族入侵:家族出现了入侵怪兽,想要奖励的小勇士请带上你们的武器速速前往!
竞技场活动已经开启,想要证明自己能力的小伙伴记得前往噢!
锻造
裁缝
炼金
全区第一战士
全区第二战士
全区第三战士
全区第一法师
全区第二法师
全区第三法师
全区第一猎人
全区第二猎人
全区第三猎人
美味大师1级
美味大师2级
美味大师3级
美味大师4级
美味大师5级
美味大师6级
不知道后面是不是有东西追我,我号好害怕,我要赶紧溜。
加油,我一定是最后获得胜利的那只神龟
冲冲冲,我不会让大家失望的!
我好累,妈妈说累了就可以歇一歇
好饱啊,我要停下来歇一歇。
唉呀,谁用石头丢了我一下,头好晕哦
命中之源
攻击之源
抗暴之源
魔法之源
闪避之源
暴击之源
消耗品
红色插槽
紫色插槽
蓝色插槽
绿色插槽
白色插槽
抗性宝石
当前场景未找到NPC
message handle {type.Name} 需要继承 IMHandler
消息opcode为0: {messageType.Name}
消息没有处理: {opcode} {message}
消息类型转换错误: {message.GetType().FullName} to {typeof (Message).Name}
消息类型转换错误: {message.GetType().FullName} to {typeof (Request).FullName}
解释消息失败: {message.GetType().FullName}
[红点系统] 不允许红点数目小于0 节点key为[{Key}]
[红点系统] 不允许标记非叶子节点 节点key为[{Key}]
药剂
附魔
鉴定符
黄色插槽
橙色插槽
手镯
暴击概率
抗暴概率
命中概率
闪避概率
幸运加成
最小攻击
最小物防
最小魔防
暴击等级
韧性等级
命中等级
闪避等级
物理伤害加成
魔法伤害加成
物理伤害减免
魔法伤害减免
重击概率
重击附加
攻击穿透
魔法穿透
忽视目标防御
忽视目标魔御
吸血概率
技能冷却缩减
格挡值
真实伤害
回血值
重击等级
经验收益
金币收益
怪物发现目标距离
冲锋距离加成
攻击强度
法术强度
领主攻击加成
领主技能加成
领主攻击免伤
领主技能免伤
致命一击
重生几率
无视防御
技能零冷却
技能额外伤害
技能闪避
神农
每秒恢复
抵抗减益状态
魔法闪避
专注概率
物理闪避
攻击速度
对怪伤害
玩家普攻减伤
玩家技能减伤
游戏爆率
怪攻增伤
怪技增伤
怪攻减伤
怪技减伤
所有宠物魔法攻击
所有宠物攻击
所有宠物防御
所有宠物魔防
所有宠物生命
减速
物防增加
物防减低
会员
副会长
长老
你好 123
加油
成功
目前数量：{0}     定时清理数量：{1}
请先退出副本！
请先退出摆摊！
{sceneConfig.EnterLv}级开启！
G2C_SecondLoginHandler..重连成功！！
收到服务器消息需要传送进竞技场地图....
恭喜你！竞技场获胜....
并且获得奖励:
获得{petSkinConfig.Name}宠物!
LoginTest C2G_EnterMapHandler请求的Scene错误，当前Scene为：{session.Root().SceneType}
二次登陆逻辑，补全下发切换场景消息:{request.UnitId}
二次登录失败  
角色进入游戏逻辑服出现问题 账号Id: {player.Account}  角色Id: {player.Id}   异常信息： {e}
LoginTest C2G_LoginGameGate请求的Scene错误，当前Scene为：{session.Root().SceneType}
Gate key验证失败!
试炼之地作弊1:{unit.Zone()} {unit.Id} {requestTowerId}   {passId}
试炼之地作弊2:{unit.Zone()} {unit.Id} {requestTowerId}   {passId}
试炼之地作弊3:{unit.Zone()} {unit.Id} {requestTowerId}   {passId}
试炼之地作弊4:{unit.Zone()} {unit.Id} {requestTowerId}   {passId}
宝箱掉落为空{monsterCof.Id} {main.Id}
BOSS掉落为空{monsterCof.Id}  {main.Id}
BOSS掉落数量[72006013]： {monsterCof.Id}  {droplist.Count}
掉落道具数量异常： {monsterCof.Id}  {droplist.Count}
掉落装备.字: {droplist[i].ItemID}   {sceneType}
BOSS归属掉落日志：{monsterCof.MonsterName}
BOSS归属者ID: {bekill.Zone()} {belongid}
BOSS伤害日志：
掉落装备.字: {droplist[k].ItemID}   {sceneType}
BOSS掉落道具位置:  {main.Position.x}  {main.Position.z}  {bekill.Position.x} {bekill.Position.z}
BOSS掉落道具位置过远:  {main.Position.x}  {main.Position.z}  {bekill.Position.x} {bekill.Position.z}
掉落道具数量异常： {beKill.ConfigId}  {droplist.Count}
掉落装备.字: {droplist[i].ItemID}  {par}   {sceneType}
掉落道具数量异常： {dropId}  {droplist.Count}
掉落装备.字: {droplist[k].ItemID}  {par}   {sceneType}
角色名字过短!
LoginTest C2G_CreateRoleData请求的Scene错误，当前Scene为：{session.Root().SceneType}
角色名字过长!
LoginTest C2G_DeleteRoleData请求的Scene错误，当前Scene为：{session.Root().SceneType}
LoginTest C2R_LoginAccount请求的Scene错误，当前Scene为：{session.Root().SceneType}
队长不可能是机器人,逻辑错误！！！: {unit.Id} 
检测背包有可鉴定装备 直接鉴定
检测背包有可替换的装备 直接穿戴
检测背包有可以镶嵌的宝石 直接镶嵌
背包宝石合成
出售背包中低品质装备和宝石
出售背包中低品质增幅
回收道具
强化
整理背包
人物加点 根据配置按比例
合成宠物之核
穿戴宠物之核 评分大于3000的 穿戴或替换更好的核心
宠物加点 平均加点
出战一只最猛宠物
宠物融合 融合评分低于4000 且技能数量少于4个
给最猛的宠物用一个道具
开启守护 选评分最高的
改变守护 选评分最高的
学习强化一遍技能
设置技能位置 根据技能等级排序
激活天赋 默认选第一个
熔炼一个装备
锻造一个物品
裁缝一个物品
炼金一个物品
附魔一个物品
生命之魂注入 随机
向附近的人发送好友请求
同意添加好友请求
问候我亲爱的好友们
许久未见，我亲爱的友友。紫禁之巅，今晚8点，是兄弟就来砍！
将好友添加到黑名单
将好友移出黑名单
无情删除所有好友
申请加入最弱的工会
使用一个精灵
发言，打个招呼
大家好，我是Robot
兄弟们好，我是Robot
家人们好，我是Robot
组队 有队伍加入队伍，无队伍自己创建一个
去杂货店老板 买个东西
去啄啄百货店 买个东西
去储物箱 存取东西
去装备洗炼大师 给自己的装备洗练一下
去邮箱 领取信件
去宠物蛋培养 孵化宠物、兑换宠物、抽蛋、抽核心
去幸运探宝 抽卡
去裁缝大师
去锻造大师
去炼金大师
去转职大师
去补偿大使
去拍卖行商人
去宝石制造商人
去神兽:精灵麋鹿
去神兽:幽光晴晴
去神兽:仙界魔龙
去神秘商人
去神器商人
去任务使者:赛利
去收集珍宝
去附魔大师
去宝藏之地
去密境传送
去挑战之地
去试炼之地
去神秘人
去坐骑训练师
去节日使者
去珍宝商人
去经验老头
去装备宠物加锁
去传承商人
去封印之塔
活动 签到
！！！氪金！！！ 狠狠的充
活动 月卡
活动 探险家奖励
活动 令牌领取
活动 每日特惠
活动 拍卖会
活动 领红包
活动 等级奖励
活动 战斗力奖励
活动 新年集字
活动 登录奖励
地下城机器人死亡！
恶魔活动机器人死亡！
地下城机器人复活！
