Key,Type,Desc,Chinese,English
13524,Text,,去宝石制造商人,null
13525,Text,,去神兽:精灵麋鹿,null
13526,Text,,去神兽:幽光晴晴,null
13527,Text,,去神兽:仙界魔龙,null
13528,Text,,去神秘商人,null
13529,Text,,去神器商人,null
13530,Text,,去任务使者:赛利,null
13531,Text,,去收集珍宝,null
13532,Text,,去附魔大师,null
13533,Text,,去宝藏之地,null
13534,Text,,去密境传送,null
13535,Text,,去挑战之地,null
13536,Text,,去试炼之地,null
13537,Text,,去神秘人,null
13538,Text,,去坐骑训练师,null
13539,Text,,去节日使者,null
13540,Text,,去珍宝商人,null
13541,Text,,去经验老头,null
13542,Text,,去装备宠物加锁,null
13543,Text,,去传承商人,null
13544,Text,,去封印之塔,null
13545,Text,,活动 签到,null
13546,Text,,！！！氪金！！！ 狠狠的充,null
13547,Text,,活动 月卡,null
13548,Text,,活动 探险家奖励,null
13549,Text,,活动 令牌领取,null
13550,Text,,活动 每日特惠,null
13551,Text,,活动 拍卖会,null
13552,Text,,活动 领红包,null
13553,Text,,活动 等级奖励,null
13554,Text,,活动 战斗力奖励,null
13555,Text,,活动 新年集字,null
13556,Text,,活动 登录奖励,null
13557,Text,,地下城机器人死亡！,null
13558,Text,,恶魔活动机器人死亡！,null
13559,Text,,地下城机器人复活！,null
13560,Text,,恶魔活动机器人复活！,null
13561,Text,,神秘商店为空: {scene.Zone()},null
13562,Text,,C2M_ActivityChouKaRequest活动作弊:{unit.Zone()}  {unit.Id},null
13563,Text,,C2M_ActivityReceive[成功]:  {unit.Id} {request.ActivityId} {request.ReceiveIndex} {TimeHelper.ServerNow().ToString()},null
13564,Text,,充值签到成功1：{unit.Id} { bagComponent.GetItemNumber(10010043)},null
13565,Text,,充值签到成功2：{unit.Id} { bagComponent.GetItemNumber(10010043)},null
13566,Text,,领取失败: {bagComponent.GetBagLeftCell(ItemLocType.ItemLocBag)} {request.RewardId},null
13567,Text,,OnZeroClockUpdate [零点刷新]: {unit.Id},null
13568,Text,,OnZeroClockUpdate防止卡死 [-1],null
13569,Text,,喂食奖励,null
13570,Text,,首杀奖励,null
13571,Text,,小龟竞猜奖励,null
13572,Text,,Gate定时刷新: {scene.Zone()} {hour} ,null
13573,Text,,排行榜定时刷新: {scene.DomainZone()} {hour},null
13574,Text,,排行榜定时刷新: {scene.Zone()} {hour},null
13575,Text,,Union定时刷新: {scene.DomainZone()} {hour},null
13576,Text,,Union定时刷新: {scene.Zone()} {hour},null
13577,Text,,PaiMai定时刷新: {scene.DomainZone()} {hour},null
13578,Text,,PaiMai定时刷新: {scene.Zone()} {hour},null
13579,Text,,FubenCenter定时刷新: {scene.DomainZone()} {hour},null
13580,Text,,FubenCenter定时刷新: {scene.Zone()} {hour},null
13581,Text,,FubenCenter定时刷新Error: {scene.Zone()} {item.Key} {item.Value},null
13582,Text,,数据落地:  Rank: {scene.Zone()},null
13583,Text,,数据落地:  PaiMai: {scene.Zone()},null
13584,Text,,数据落地:  Union: {scene.Zone()},null
13585,Text,,增幅消耗: {unit.Id}  {reelBagInfo.ItemID}   获得属性:{increaseProLists},null
13586,Text,,还没有购买格子的需求！,null
13587,Text,,C2M_ItemMelting无效的物品ID: ,null
13588,Text,,玩家,null
13589,Text,,在宝藏之地召唤出领主怪物:<color=#FF75F0>,null
13590,Text,,"恭喜玩家<color=#B6FF00>{userInfoComponent.UserName}</color>在拾取装备时,意外在装备上发现了隐藏技能:<color=#FFA313>{skillName}</color>",null
13591,Text,,道具拆分 {unit.Zone()} {unit.Id} {splitNumber},null
13592,Text,,晶核激活失败: {bagInfoJinHe.ItemID},null
13593,Text,,触发Buff,null
13594,Text,,执行buff移除属性...,null
13595,Text,,区:{chatInfoUnit.Zone()}    {request.ChatInfo.PlayerName}:  {request.ChatInfo.ChatMsg} ,null
13596,Text,,{chatInfoUnit.Zone()}   {request.JinYanId}  {request.JinYanPlayer} 被举报,null
13597,Text,,asdsadada : 全服邮件{message.ServerMailItem.ServerMailIId},null
13598,Text,,拍卖下架,null
13599,Text,,找不到击杀方主人.defendUnit == mainAttack: {defendUnit.ConfigId},null
13600,Text,,找不到击杀方主人.mainAttack == null ,null
13601,Text,,找不到击杀方主人.LocalDungeon1： 防： {defendUnit.ConfigId}  攻： {attackconfid} ,null
13602,Text,,找不到击杀方主人.TeamDungeon：   防： {defendUnit.ConfigId}   攻：  {attackconfid},null
13603,Text,,<color=#B6FF00>{attackname}</color> 在<color=#FFA313>{sceneConfig.Name}</color> 击败了 <color=#00F6E6>{defendname}</color>,null
13604,Text,,出战宠物,null
13605,Text,,神秘商人购买道具: {unit.Zone()} {unit.Id} {mysteryId},null
13606,Text,,{uername}在喜从天降活动这种获得: <color=#{CommonHelp.QualityReturnColor(5)}>{itemConfig.ItemName}</color>,null
13607,Text,,(未在副本中),null
13608,Text,,{pick_name}拾取{itemConfig.ItemName},null
13609,Text,,{TeamPlayerInfo.PlayerName}:{rollpoint}点,null
13610,Text,,<color=#FDD376>{pick_name}</color>拾取<color=#{colorValue}>{numShow}{itemConfig.ItemName}</color>({m2C_SyncChatInfo.ChatInfo.ChatMsg}),null
13611,Text,,区： {unit.Zone()}  {userInfoComponent.UserInfo.Name}   \t拍卖消耗金币:{unit.GetComponent<DataCollationComponent>().PaiMaiCostGoldToday}  ,null
13612,Text,, \t账号:{userInfoComponent.Account}   \t钻石:{userInfoComponent.UserInfo.Diamond}  \t金币:{userInfoComponent.UserInfo.Gold} \n,null
13613,Text,,服务器:{serverName}   \t道具名称:{itemName}   \t数量:{itemNumber}   \t价格:{price}  \t购买者名称:{buyPlayerName}   \t购买者等级:{buyPlayerLv}    ,null
13614,Text,,\t购买者充值:{buyPlayerRecharge}   \t购买者当前金币:{buyNowGold}   \t购买者账号:{buyAccount}    \t出售者名称:{sellPlayerName}   \t出售者账号:{sellAccoount}   \t出售者等级:{sellPlayerLv}    \t出售者当前金币:{sellNowGold} ,null
13615,Text,,上架道具：,null
13616,Text,,数量,null
13617,Text,,时间戳:,null
13618,Text,,拍卖行购买请求 : {unit.Id}  {paiMaiSellConfig.ItemID}  {request.BuyNum}  {cell},null
13619,Text,,拍卖行购买道具 : {unit.Id}  {paiMaiSellConfig.ItemID}  {request.BuyNum}  {r_PaiMaiShopResponse.PaiMaiShopItemInfo.Price} {cell} {result},null
13620,Text,,摆摊购买: {unit.Id} 购买 {p2MStallBuyResponse.PaiMaiItemInfo.UserId} 道具ID：{p2MStallBuyResponse.PaiMaiItemInfo.BagInfo.ItemNum} 花费：{needGold} ,null
13621,Text,,{userInfo.Name}的摊位,null
13622,Text,,上架摆摊道具：,null
13623,Text,,金币不足，竞拍失败！,null
13624,Text,,扣除竞拍价：{unit.Zone()} {request.Price},null
13625,Text,,宠物还在出战中！！,null
13626,Text,,技能全锁定： {unit.Id} {petinfo.Id},null
13627,Text,,洗炼变异宠物请使用更强大的道具！,null
13628,Text,,恭喜玩家,null
13629,Text,,"洗炼宠物时一不小心打翻了药坛子,宠物不小心变了一个颜色!",null
13630,Text,,一股神秘的力量让你的宠物成长提高了！,null
13631,Text,,"重置失败,点数不符！",null
13632,Text,,发送竞技场匹配地图消息,null
13633,Text,,宠物乱斗领取奖励： 区:{unit.Zone()}   {unit.Id}   {request.SceneId}  {userName}  {unit.GetComponent<UserInfoComponentS>().UserInfo.Lv},null
13634,Text,,推广奖励: {request.ActorId}  {rewardItems.Count},null
13635,Text,,试炼之地领取奖励： 区:{unit.Zone()}   {unit.Id}   {request.RewardId}  {userName}  {unit.GetComponent<UserInfoComponentS>().UserInfo.Lv},null
13636,Text,,"IOS充值回调,收到支付请求消息:  {unit.Id}",null
13637,Text,,充值功能为开放,null
13638,Text,,充值[版号服]SendDiamondToUnit: {unit.Id},null
13639,Text,,内测服,null
13640,Text,,充值作弊： 区：{unit.Zone()}  ID：{unit.Id}  rechargenumber: {request.RechargeNumber},null
13641,Text,,拉起支付订单[IOS]: 服务器:{serverName} 玩家:{userName}  充值金额:{request.RechargeNumber},null
13642,Text,,拉起支付订单[IOS]: 服务器:{serverName} 玩家:{userName}  充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()},null
13643,Text,,拉起支付订单[微信支付]:服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber},null
13644,Text,,拉起支付订单[微信支付]:服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()},null
13645,Text,,拉起支付订单[支付宝]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber},null
13646,Text,,拉起支付订单[支付宝]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()},null
13647,Text,,拉起支付订单[TikTok]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber},null
13648,Text,,拉起支付订单[TikTok]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()},null
13649,Text,,FsmStateEnum.ShanXian被定[S] {skillS.TargetPosition},null
13650,Text,,子弹位置： x: {unit.Position.x}  z: {unit.Position.z},null
13651,Text,,重复技能ID: {skillSetComponent.SkillList[i].SkillID},null
13652,Text,,TeamDungeonBoxReward[已翻牌]: {unit.Id} {request.BoxIndex},null
13653,Text,,TeamDungeonBoxReward[可翻牌]: {unit.Id} {request.BoxIndex} {request.RewardItem.ItemID} {request.RewardItem.ItemNum},null
13654,Text,,副本奖励,null
13655,Text,,家族神秘商人购买道具: {unit.Zone()} {unit.Id} {mysteryId},null
13656,Text,,科技升级 {passTime} {unionKeJiConfig.NeedTime},null
13657,Text,,分配新会长！！,null
13658,Text,,"恭喜您!您所在得家族等级获得提升,这是家族升级的奖励!",null
13659,Text,,恭喜 <color=#{CommonHelp.QualityReturnColor(5)}>{dBUnionInfo.UnionInfo.UnionName}</color> 家族等级提升至{dBUnionInfo.UnionInfo.Level}级,null
13660,Text,,{request.Par} 为家族增加经验 {addExp},null
13661,Text,,{request.Par} 为家族增加资金 {addExp},null
13662,Text,,家族祝福,null
13663,Text,,[增加疲劳] {unit.DomainZone()}  {unit.Id}   {0}  {addPilao},null
13664,Text,,家族邀请,null
13665,Text,,"玩家{message.PlayerName}邀请你加入{message.UnionName},是否接受?",null
13666,Text,,争霸赛结束,null
13667,Text,,"争霸赛已结束,请及时退出结算奖励!",null
13668,Text,,需要消耗：{0},null
13669,Text,,品质:{0},null
13670,Text,,大海捞针,null
13671,Text,,一击必中,null
13672,Text,,十发十中,null
13673,Text,,百年不遇,null
13674,Text,,范围:{0}-{1},null
13675,Text,,请选择鉴定符！,null
13676,Text,,"恭喜您！道具发挥了作用,鉴定成功!",null
13677,Text,,竞技场第一,null
13678,Text,,"恭喜你获得竞技场第1名,奖励内容8点发送至邮箱",null
13679,Text,,剩余人数： {0},null
13680,Text,,玩家 <color=#{0}>{1}</color> {2} 出价： <color=#{3}>{4}</color>,null
13681,Text,,倒计时: {0},null
13682,Text,,自身已战胜{0}个玩家,null
13683,Text,,当前召唤人口:{0}/{1},null
13684,Text,,人口不足！,null
13685,Text,,召唤{0}成功!,null
13686,Text,,施法者：{0},null
13687,Text,,新关卡开启！,null
13688,Text,,进入等级：{0},null
13689,Text,,适合经常冒险,null
13690,Text,,爆率提升20%,null
13691,Text,,不容一丝懈怠爆率提升50%,null
13692,Text,,爆率提升50%,null
13693,Text,,{0}秒后退出副本,null
13694,Text,,{0}/{1}(道具不足),null
13695,Text,,返回出生点,null
13696,Text,,被击杀怪物:{0},null
13697,Text,,被击杀玩家:{0},null
13698,Text,,最后一击技能:{0},null
13699,Text,,最后一击伤害:{0},null
13700,Text,,不支持复活,null
13701,Text,,{0}秒后可返回主城！,null
13702,Text,,{0}秒后可返回出生点！,null
13703,Text,,选择剩余时间:{0}秒,null
13704,Text,,体力不足!,null
13705,Text,,请输入聊天内容！,null
13706,Text,,请重新输入！,null
13707,Text,,没有队伍！,null
13708,Text,,任务ID: {tasks[i].Id} 错误怪物ID: {monster},null
13709,Text,,第{0}章探宝,null
13710,Text,,次数：{0}/{1},null
13711,Text,,免费抽卡,null
13712,Text,,今日探宝次数:{0},null
13713,Text,,"是否一键出售低品质装备和宝石,出售品质可以在设置中进行选择",null
13714,Text,,当前等级：{0},null
13715,Text,,魔御,null
13716,Text,,韧性概率,null
13717,Text,,名字不合法!,null
13718,Text,,请输入名字！！！,null
13719,Text,,请选择职业！！！,null
13720,Text,,超出数量！,null
13721,Text,,准备倒计时 {0}:{1},null
13722,Text,,活动结束倒计时 {0}:{1},null
13723,Text,,第{0}名 {1},null
13724,Text,,请先创建或加入副本队伍,null
13725,Text,,创建等级:{0}级,null
13726,Text,,{0}-3人,null
13727,Text,,需要道具{0}！,null
13728,Text,,提示,null
13729,Text,,开启深渊模式需要消耗道具深渊凭证，是否继续？,null
13730,Text,,帮助副本次数已尽，开启副本会消耗正常次数,null
13731,Text,,创建{CellGenerateConfigCategory.Instance.Get(self.FubenId).ChapterName}副本成功！,null
13732,Text,,神秘之门倒计时 {0}:{1},null
13733,Text,,神秘之门还剩{0}秒，活动结束将强制离开地图哦。,null
13734,Text,,可以进行移动,null
13735,Text,,金币消耗:{0},null
13736,Text,,钻石消耗:{0},null
13737,Text,,移动次数: {0}/5,null
13738,Text,,是否消耗{0}金币?,null
13739,Text,,是否消耗{0}钻石?,null
13740,Text,,激活等级:{0}级,null
13741,Text,,冒险进度,null
13742,Text,,最近领主刷新：{0}时{1}分,null
13743,Text,,最近领主刷新：已刷新,null
13744,Text,,是否返回主城出生点？,null
13745,Text,,地图图片上没有添加关卡 Levels/Level_{i},null
13746,Text,,正常爆率,null
13747,Text,,氪金大佬的衣服,null
13748,Text,,"对应难度的领主怪物未被击败,请先击败对应怪物",null
13749,Text,,材料不足！,null
13750,Text,,当前金币:  {0},null
13751,Text,,未选择宠物！,null
13752,Text,,宠物不符合任务要求！,null
13753,Text,,提交宠物任务,null
13754,Text,,确定提交宠物?,null
13755,Text,,完成任务,null
13756,Text,,道具类型不符合任务要求,null
13757,Text,,输入不能为空！,null
13758,Text,,邮件发送成功！,null
13759,Text,,请输入热重载类型！,null
13760,Text,,玩家:{0}机器人:{1},null
13761,Text,,下次道具刷新: {0}:{1},null
13762,Text,,活动结束还剩{0}秒，活动结束将强制离开地图哦。,null
13763,Text,,拾光收集,null
13764,Text,,巅峰试炼,null
13765,Text,,勇者之境,null
13766,Text,,宝石制造,null
13767,Text,,交易行,null
13768,Text,,装备洗炼,null
13769,Text,,制造神器,null
13770,Text,,商店系统,null
13771,Text,,邮件系统,null
13772,Text,,坐骑系统,null
13773,Text,,幸运探宝,null
13774,Text,,赛季系统,null
13775,Text,,游戏活动,null
13776,Text,,每日活跃,null
13777,Text,,游戏商城,null
13778,Text,,宠装制造,null
13779,Text,,奖励系统,null
13780,Text,,游戏设置,null
13781,Text,,游戏副本,null
13782,Text,,"等级第一的玩家为:{self.WorldPlayerLv}级,开服第一天低于第一等级玩家3级内才可使用!",null
13783,Text,,当前附魔属性<color=#BEFF34>{0}</color> \n是否覆盖已有属性\n{1}\n此附魔道具已消耗,null
13784,Text,,装备附魔,null
13785,Text,,附魔属性 {0},null
13786,Text,,锁定道具不能出售!,null
13787,Text,,出售完成!,null
13788,Text,,家园烹饪,null
13789,Text,,类型:{0},null
13790,Text,,已绑定,null
13791,Text,,鉴定符品质:{bagInfo.ItemPar},null
13792,Text,,"{0}\n\n{1}\n品质越高,鉴定出极品的概率越高。\n鉴定符品质与制造者技巧值相关。",null
13793,Text,,{0}\n\n烹饪品质:无？？,null
13794,Text,,{0}\n\n烹饪品质:{1},null
13795,Text,,{0}\n\n技能描述:{1},null
13796,Text,,{0}\n前往地图:{1}开启藏宝图!,null
13797,Text,,使用等级,null
13798,Text,,请前往家园装备增幅系统,null
13799,Text,,请选择装备！,null
13800,Text,,请选择孔位！,null
13801,Text,,宝石与孔位不符！,null
13802,Text,,镶嵌宝石,null
13803,Text,,是否需要覆盖宝石?\n覆盖后原有位置得宝石会自动销毁哦!,null
13804,Text,,副本中才能使用!,null
13805,Text,,已经学习过该技能！,null
13806,Text,,请前往主城的宠物蛋孵化处!,null
13807,Text,,开区4小时后开启!,null
13808,Text,,背包格子不够！,null
13809,Text,,消耗道具:,null
13810,Text,,请前往宠物重塑界面使用！,null
13811,Text,,请前往赛季界面使用,null
13812,Text,,已达到最大购买格子数量!,null
13813,Text,,道具使用成功!,null
13814,Text,,对应的位置没有装备！,null
13815,Text,,附魔属性 {itemfumo},null
13816,Text,,只能放入宝石！,null
13817,Text,,当前土地有植物！,null
13818,Text,,请选择返回主城或自己家园？,null
13819,Text,,返回家园,null
13820,Text,,UIJiaYuanPetFeed暂未开放,null
13821,Text,,{0}的家园,null
13822,Text,,附近没有可收获的道具！,null
13823,Text,,是否花费 {0} 开启一块土地,null
13824,Text,,是否移除农作物?,null
13825,Text,,可种植地数量:{0}/{1},null
13826,Text,,空地数量不足！,null
13827,Text,,经验收益: {0}/小时,null
13828,Text,,宠物增加 {0}心情值,null
13829,Text,,当前阶段: {0},null
13830,Text,,下一阶段: {0},null
13831,Text,,预计收获: {0},null
13832,Text,,{0} {1}收获一次 \n,null
13833,Text,,{0} 玩家<color=#9CA606>{1}</color>,null
13834,Text,, 来到你的家园逛了一圈。,null
13835,Text,, 在你的家园拾取了<color=#9CA606> {0}</color>,null
13836,Text,, 在你的家园清理了<color=#9CA606> {0}</color>,null
13837,Text,,兑换次数不足！,null
13838,Text,,"提示:经验产出{0}/小时,预计{1}小时后可升级家园",null
13839,Text,,兑换次数:10/{0},null
13840,Text,,开启仓库,null
13841,Text,,是否消耗{0}开启一个仓库,null
13842,Text,,获得道具: {0},null
13843,Text,,购买格子,null
13844,Text,,是否花费{0}购买一个背包格子?,null
13845,Text,,战斗状态不能骑马!,null
13846,Text,,该场景不能骑马!,null
13847,Text,,请前往{0} {1} 出接取任务,null
13848,Text,,摊位提示,null
13849,Text,,"是否收起自己的摊位?\n 支持下线,摊位可以离线显示6小时!",null
13850,Text,,摊位已收起!,null
13851,Text,,组队副本！！！,null
13852,Text,,非法修改数据！,null
13853,Text,,切换成宠物 Petfightindex：{petfightindex},null
13854,Text,,切换成英雄,null
13855,Text,,{SeasonHelper.GetOpenLv()}级开启！,null
13856,Text,,<color=#{0}>击败怪物</color>,null
13857,Text,,<color=#{0}>等级奖励</color>,null
13858,Text,,<color=#{0}>{1}级领取</color>,null
13859,Text,,"移动次数消耗完毕,请返回副本!",null
13860,Text,,确定返回主城？,null
13861,Text,,"现在离开战场,将不会获得战场胜利的奖励哦",null
13862,Text,,恭喜你!等级提升至:,null
13863,Text,,获得{0} 家族捐献,null
13864,Text,,消耗{0} 家族捐献,null
13865,Text,,获得{0} 金币,null
13866,Text,,消耗{0} 金币,null
13867,Text,,获得{0} 兑换币,null
13868,Text,,消耗{0} 兑换币,null
13869,Text,,获得{0} 荣誉,null
13870,Text,,消耗{0} 荣誉,null
13871,Text,,获得{0} 家园资金,null
13872,Text,,获得{0} 饱食度,null
13873,Text,,系统消息,null
13874,Text,,所有人不要乱跑哦,null
13875,Text,,取消挂机!,null
13876,Text,,充值{0}元成功,null
13877,Text,,重新设置主界面功能按钮,null
13878,Text,,技能重置,null
13879,Text,,该生活技能已学习！,null
13880,Text,,{0}/{1}(技巧值不足),null
13881,Text,,{0}/{1}(可学习),null
13882,Text,,已经学习过该道具!,null
13883,Text,,学习配方成功!,null
13884,Text,,缺少道具:{itemConfig.ItemName},null
13885,Text,,需要先创建角色！,null
13886,Text,,未选择角色！,null
13887,Text,,网络断线，请重新登陆！,null
13888,Text,,请选择要删除的角色!,null
13889,Text,,是否删除当前角色？,null
13890,Text,,不能重复转职!,null
13891,Text,,转职,null
13892,Text,,是否转职为：{0},null
13893,Text,,{0}专精,null
13894,Text,,请先选择一个职业！,null
13895,Text,,技能点重置,null
13896,Text,,是否花费{0}重置技能点,null
13897,Text,,不能小于竞拍价！,null
13898,Text,,参与竞拍,null
13899,Text,,扣除{0}金币的保证金,null
13900,Text,,出价玩家:{0},null
13901,Text,,已经缴纳{0}保证金,null
13902,Text,,单价：{0},null
13903,Text,,总价：{0},null
13904,Text,,橙色品质及以上的装备不能上架！,null
13905,Text,,"出售价格过低,当前最低价格为:",null
13906,Text,,上架总金额不能超过1000万金币！,null
13907,Text,,在拍卖行上架道具<color=#{0}>{1}</color>！<color=#00FF00>点击前往拍卖行 </color><link=paimai_{2}_{3}></link>,null
13908,Text,,"如需再提高价格,请手动修改价格!",null
13909,Text,,(提升{0}点,null
13910,Text,,今日探索次数:{0},null
13911,Text,,请选择宠物蛋！,null
13912,Text,,阵容限制：{0}/{1},null
13913,Text,,已达到上阵最大数量！,null
13914,Text,,挑战胜利,null
13915,Text,,已通关！,null
13916,Text,,宠物之核合成成功！,null
13917,Text,,同类型和同等级的宠物之核才能合成！,null
13918,Text,,中级核心,null
13919,Text,,穿戴3个8级以上的宠物之核,null
13920,Text,,高级核心,null
13921,Text,,穿戴3个10级以上的宠物之核,null
13922,Text,,等级 {0},null
13923,Text,,点击进化,null
13924,Text,,已进化,null
13925,Text,,造成伤害:{0} 承受伤害:{1},null
13926,Text,,我的排名: {0},null
13927,Text,,星星数量不够,null
13928,Text,,请先通关前面的关卡,null
13929,Text,,你未携带上阵宠物无法参与。,null
13930,Text,,召唤宠物数量：0/{0},null
13931,Text,,召唤怪物数量：0,null
13932,Text,,恢复值：{0}点/每秒,null
13933,Text,,召唤宠物数量：{0}/{1},null
13934,Text,,召唤{0}数量：{1},null
13935,Text,,怪物,null
13936,Text,,召唤宠物数量：{0},null
13937,Text,,是否强制退出战斗！,null
13938,Text,,发放卡牌 {cards.Count} 张,null
13939,Text,,重置挑战,null
13940,Text,,是否花费350钻石重置5次挑战次数？/n提示:挑战次数上限为10,null
13941,Text,,每天最多只能重置3次！,null
13942,Text,,钻石不足！,null
13943,Text,,挑战剩余次数:{0}/10,null
13944,Text,,查看宠物信息出错！,null
13945,Text,,产出:{0}小时,null
13946,Text,,占领者:{0},null
13947,Text,,占领者:无,null
13948,Text,,挑战冷却时间: {0},null
13949,Text,,请选择一个队伍！,null
13950,Text,,挑战冷却中！,null
13951,Text,,玩家 {0} {1} 占领了你的{2},null
13952,Text,,挑战冷却中，无法更换,null
13953,Text,,出战冷却中！,null
13954,Text,,宠物技能数量小于2不能使用次道具！,null
13955,Text,,请选择需要锁定的技能！,null
13956,Text,,已向手机号{0}发送短信验证,null
13957,Text,,功能暂未开放,null
13958,Text,,实名认证失败！,null
13959,Text,,认证提示,null
13960,Text,,实名认证成功!,null
13961,Text,,{ErrorViewData.ErrorHints[code]} 你本月已充值{fangChenMiComponent.GetMouthTotal()}元,null
13962,Text,,当前奖励已领取,null
13963,Text,,充值金额不足 {0}元,null
13964,Text,,累冲{0}元， 获得以下奖励,null
13965,Text,,30级开启生肖系统喔！,null
13966,Text,,拆分完成!,null
13967,Text,,未选中宠物,null
13968,Text,,已达到宠物最大数量,null
13969,Text,,宠物数量： {0}/{1},null
13970,Text,,今日洗练次数:{0},null
13971,Text,,奔跑准备时间 {0}:{1},null
13972,Text,,下次变身时间:  {0}:{1},null
13973,Text,,下次变身时间:  {0},null
13974,Text,,第{0}名 {1}  还剩:{2},null
13975,Text,,第{0}名 {1}  时间:{2},null
13976,Text,,未选择道具！,null
13977,Text,,当前品质:{0},null
13978,Text,,赛季首领已经出现！,null
13979,Text,,使用成功！,null
13980,Text,,即将出现在{0}中...,null
13981,Text,,剩余时间:{0}天{1}时{2}分{3}秒,null
13982,Text,,出现!!,null
13983,Text,,本层赛季之塔的时间已经用尽，请返回主城!,null
13984,Text,,倒计时 {0}:{1},null
13985,Text,,击败怪物领取,null
13986,Text,,关闭Setting前保存设置,null
13987,Text,,你开启了高帧模式,null
13988,Text,,你开启了普通模式,null
13989,Text,,点击技能{index},null
13990,Text,,已放置该技能！,null
13991,Text,,请选择道具！,null
13992,Text,,吞噬数量超出！,null
13993,Text,,吞噬道具完成。,null
13994,Text,,当前没有免费的次数！,null
13995,Text,,是否花费{globalValueConfig.Value}钻石刷新奖励？,null
13996,Text,,次数溢出，建议少于5次再购买!,null
13997,Text,,购买次数不足!,null
13998,Text,,是否花费{buyCost}钻石增加{buyadd}次？,null
13999,Text,,购买次数成功!,null
14000,Text,,1.每1小时额外恢复一次次数！\n,null
14001,Text,,2.每天凌晨重置恢复5次次数！\n,null
14002,Text,,3.钻石可以购买次数！,null
14003,Text,,套装技能穿戴{0}个时激活此技能,null
14004,Text,,类型：被动技能,null
14005,Text,,已经匹配，请耐心等候...,null
14006,Text,,开始匹配，请耐心等候...,null
14007,Text,,{response.WinTime}胜{response.FailTime}败,null
14008,Text,,积分:{response.MathTime},null
14009,Text,,测试角色1,null
14010,Text,,测试角色2,null
14011,Text,,测试角色3,null
14012,Text,,{0}胜{1}败,null
14013,Text,,点击下方开始匹配对手,null
14014,Text,,匹配时间:{0}分{1}秒,null
14015,Text,,恭喜你！获得本场挑战的胜利,null
14016,Text,,"非常遗憾！你在本场挑战失败,请再接再厉",null
14017,Text,,{0}秒后自动回城,null
14018,Text,,我点击了返回主城按钮,null
14019,Text,,神兽未满不能对话！,null
14020,Text,,神兽碎片不足！,null
14021,Text,,碎片兑换,null
14022,Text,,是否消耗一个神兽碎片兑换一个{0},null
14023,Text,,补偿大师,null
14024,Text,,请求补偿,null
14025,Text,,神兽兑换,null
14026,Text,,是否进入{0}?,null
14027,Text,,\n提示:每天只能进入{0}次,null
14028,Text,,已达到最大宠物数量！,null
14029,Text,,是否完成 {isCompleted},null
14030,Text,,请选择一个任务,null
14031,Text,,是否解散队伍,null
14032,Text,,是否离开队伍？,null
14033,Text,,进入等级:{0}级,null
14034,Text,,创建{SceneConfigCategory.Instance.Get(self.FubenId).Name}副本成功！,null
14035,Text,,请先退出当前副本！,null
14036,Text,,{teamPlayerInfo.PlayerLv}级,null
14037,Text,,{0} 不同意进入副本,null
14038,Text,,周卡用户才能开启喔！,null
14039,Text,,"由于您背包已满通关宝箱的奖励已经自动发放进您的邮箱中,请注意查收",null
14040,Text,,请在右侧领取自己的战利品哦!,null
14041,Text,,拾取剩余:{0}秒,null
14042,Text,,"你当前成功完成挑战{0}波,获得奖励如下:",null
14043,Text,,"今日已经达到塔顶,请明天再来挑战哦!",null
14044,Text,,钻石数量不够,null
14045,Text,,凭证数量不够,null
14046,Text,,是否花费350钻石去到第{0}层,null
14047,Text,,已经通关塔顶，请明日再来挑战!,null
14048,Text,,该层boss并未击败，请击败本次boss再继续挑战!!!,null
14049,Text,,战斗未结束，是否领取奖励？,null
14050,Text,,勇者之境：{0}/{1},null
14051,Text,,获得物品 {0} x{1},null
14052,Text,,伤害总值:0\n伤害秒值:0,null
14053,Text,,伤害总值:{0}\n伤害秒值:{1},null
14054,Text,,"是否重新开始挑战,开始后倒计时和怪物生命将自动初始化",null
14055,Text,,剩余时间 {0},null
14056,Text,,已有支持的小龟!,null
14057,Text,,是否消耗{0}金币支持该小龟?,null
14058,Text,,竞猜小龟,null
14059,Text,,获胜次数:{0},null
14060,Text,,本次支持数:{0},null
14061,Text,,活动开启倒计时 {0}分{1}秒,null
14062,Text,,活动开始!!!,null
14063,Text,,活力不足！,null
14064,Text,,"制造道具的装备材料中{0}镶嵌宝石,制造会导致<color='#55FF00'>宝石消失!</color>请问是否继续制造此道具",null
14065,Text,,当前活力:  {0},null
14066,Text,,请先创建或者加入一个家族,null
14067,Text,,捐献次数： {0}/5次,null
14068,Text,,捐献次数： {0}/10次,null
14069,Text,,消耗:{0}金币,null
14070,Text,,消耗:{0}钻石,null
14071,Text,,钻石数量不足！,null
14072,Text,,捐献次数已达上限！,null
